article,content,target
我确实是在做一些事情，但是都是在晚上做。我现在想解决的事情已经不仅仅是自己的事情了，从今年9月份开始，我开始考虑转型，开始做自己的事情。我也想给我的同事，朋友未来一些信心和实惠，但是首先我必须能够积累一些经验，因为我不想拿我的同事和朋友当试验品。也没有老板愿意放大风险。, ,0
证明了一个问题。从来不攥钱，但是从来也不缺钱花。创业是需要钱的。转: @celialzh 这种人也敢出来征婚, ,0
对@闯业的人 说：flash已经上传了。开qq太卡。我qq关了。, ,0
"0.00000000000000022204460492503131。。这个参数是new SqlParameter(&quot;@scores&quot;,SqlDbType.Float)。为什么进了数据库里边成了2.2了。。数据库字段也是float？？#数据库##溢出了吗？#", ,0
如果这么介绍产品，非你莫属的boss会认为，这种销售不合格，因为他们喜欢最短的时间内先告诉客户我们的产品是什么？听客户的反映。然后一针见血的解决客户关心的问题。转: @闯业的人 //@创意铺子:你知道自己公司在卖什么吗？//@简易经济学:, ,0
原来带孩子也能这么酷。为什么我带孩子的照片别人看起来就说沧桑。（¯﹃¯）转: @cococ1986 /色//@lengxiaohua:超级红的奶爸凯姆·吉甘戴（Cam Gigandet），他抱孩子的图片在网络上已经传疯了。带孩子的男人其实性感得要命！！, ,0
啊啊。你在东北？？转: @haosong2004 冬天的棉袄穿上了，立马就显暖和, ,0
忐忑紧张。。唉。以后得加强锻炼，多多跑业务啊。。, ,0
晚安。睡觉去了, ,0
有资格讨论黑客精神的技术工作者，首先是要拒绝铜臭，然后是要分享技术。转: @junlee /强 ;; @phpSecurity: /强;; @rayh4c: //@rayh4c:。, ,0
弄完一件事情了。开始第二项工作。, ,0
360诋毁金山软件构成不正当竞争 法院判赔30万元并道歉7天 - 热点专题 - 新闻中心 http://t.cn/SPEALz  流氓会武术，谁都挡不住, ,0
对@闯业的人 说：QQ在不在。有事情。, ,0
Caci 向 Liudmila 的表白（中文字幕）_在线视频观看_土豆网视频 Caci http://t.cn/SPKwF3 在教孩子知识以前，先得交给孩子爱。懂得爱才会懂得做人。, ,0
睡觉。。, ,0
夜班开工。8点半了。。, ,0
广东佛山女童遭两车碾压_腾讯新闻_腾讯网 http://t.cn/asEwAL 管用吗？商鞅变法的时候就没有人敢去搬那个木桩，为什么呢？因为国家信用..., ,0
终于弄完了。睡觉。明天再测试。, ,0
我不赞成，个人意见。转: @wangdilong520 @efunpoledance:, ,0
愤青们上啊。。让搞铁继续减速。减到看见人能停下来。。转: @corndog @thefirst, ,0
任志强：银行提高首套房贷利率就是趁火打劫_网易北京房产频道 http://t.cn/SPMrXZ 真理只掌握在少数人手中。以他对政治的理解和国家经济的理解还有对住房的理解。值得相信。, ,0
个人英雄主义时代。转: @齐增寿 啊，英雄黄飞鸿！佛山！, ,0
今天的工作终于告一段落了。。晚上继续。, ,0
垃圾信息啊。发一条微博，经常会有很多机器人跟上来评论中奖了，互粉之类的，微博应该马上实名制。必须绑定证件才行。。转: @qzs9781 啊，好青年这是怎么了？谁惹你这么生气。, ,0
现场：老人街上摔倒当众耍泼 - 网易视频 http://t.cn/SPt7S9 人肉该老头。。, ,0
唉，中国经历了5000年了历史，更换了多少朝代，也没有建立一个乌托邦式的人人平等的国家，只要存在领导与被领导的关系，就一定存在压迫，只要存在军队，就存在战争的危险，战争最受伤的不是国家领导人，而是普通的士兵及家属。转: @Annmuling //@honey10000:, ,0
哈师大校长：“你是哈师大人，看到老人摔倒了你就去扶。他要是讹你，你就教育他，要是教育不好，还告你，败诉了，学校负责安排漂亮学妹等你出来！学妹不够不要紧，学姐有的是！”, ,0
真的感觉有些累，那么多的系统，脑子要装很多东西，正在进行的经常被打断，已经完成的不是修改，就是增加功能，不是解释问题，就是经常查数据。。快要扛不住。心累。#跳槽一周年#。。, ,0
看世界，开眼界。我报大学志愿的时候就不明白经济系是干啥的？出来卖菜的？转: @齐增寿 深圳地铁排队买票。看看这些人我感觉今天我应该改成其他的出行方式。//@齐增寿:缺少发现，看看这深圳排队买票的人。要命了，不排了，找地方坐回休息下，转了一天太累了。这博览会赚钱啊。, ,0
网络视频风云榜第61期_网易视频 http://t.cn/Sv0jVh 太狠了，就这车队。好几亿啊。。, ,0
#小悦悦走好#已经投胎美利坚了。, ,0
卡扎菲42年执政回顾：长期反西方 功过备受争议_新闻_腾讯网 http://t.cn/SvQSE3 看过卡扎菲这一生，突然感觉他跟老毛子有很多相似的地方。但是老毛子把自己变成了神，老毛子搞文化大革命。反动的思想被清楚的一干二净。据说卡扎菲非常崇拜老毛子语录, ,0
国家统计局数据显示我国城乡收入差距正在缩小_财经_腾讯网 http://t.cn/SvS9Ym 纯收入。我艹。。拖后腿了。, ,0
双卡双待，一统江湖。转: @cococ1986 山大王威武！//@lengxiaohua:在公交车上站着，看见我身边座位上的女生掏出白色的iphone4，看见其在发短信，编辑完之后一点发送，屏幕上出现几个字：信息由sim卡1发送。我……, ,0
无聊的时候。也可以忒憋给力的。。, ,0
#网速呢#。。, ,0
祝我明天好运。, ,0
#燕赵星空#有没有想运营的。http://t.cn/assgfN, ,0
扶贫基金会受“郭美美”影响 筹款目标完成一半_新闻_腾讯网 http://t.cn/askVGz 要想重拾公众对红十字的信心，出这种新闻联播牌是不管用的。, ,0
睡觉。为了明天继续对付各种事情。, ,0
凡是要快，尤其是攥钱的事情，抓紧时间去做。迅速的完成需求，拿到钱。, ,0
打工妹自称处长情人地税局内被暴打_视频评论_网易跟贴 http://t.cn/asEOX5 当情人靠的就是姿色，山珍海味也有腻的时候。不想吃这道菜了，还天天上门，不打你打谁啊。。这就是个贱女人。, ,0
http://t.cn/h9Mhxb围观, ,0
韩都衣舍要玩完了。。几万人闲的没事就找他们客服聊天。, ,0
"我们这次的维权目标不仅仅是让淘宝恢复原有的网络平台制度,而是成立让政府参与到网络购物品台当中成立电子商务法，成立网商监督协会,成立第三方监管平台.  ---中国网商维权协会 总部宣传部", ,0
好的，想喝茶就找你去。呵呵。转: @panguad 欢迎新老客户和朋友抽空前来喝茶叙旧！, ,0
所说温州危机了，但是我对浙江依然充满信息，刚刚央视记者采访的yy频道的小商户，一色的浙江人。, ,0
终于听到一句掏心的话。是千千万万的小网商撑起了淘宝，撑起来电子商务的大旗，现在他们被淘宝一脚踢开。。, ,0
淘宝商城涨价遭围攻 马云：虽离经叛道仍会一意孤行_科技频道_凤凰网 http://t.cn/aFRZe6 淘宝要商城感受到了来自京东这些大卖场的压力，要转型了，清理掉代理和实力不够雄厚的卖家，商城的战略直接影响到了商城里边实力小的商户。。, ,0
不管是小卖家，还是刷砖的，还是恶意差评公司。都是为了钱。什么事情想不开。想想钱就全部解释清楚了。, ,0
国足解散吧。。太丢人了。让领导的脸放哪里去。。, ,0
#国足#今天这个草皮太湿了。雨太大。教练不行。场地不好。。, ,0
睡觉去了。今天烦。, ,0
烦人。爸妈一辈子不开窍。现在做什么不是为了钱啊。。上班，学习，换工作，加班，不都是为了钱吗。。。钱能解决的，为什么还要依靠自己的健康去解决。, ,0
大学生校内洗澡遇尴尬 男女浴室仅“一帘之隔”——百度新闻搜索 http://t.cn/aFS75T 这新闻应该赶在高考结束以后炒作。。, ,0
突然想到一个特别可怕的数据。。一天三顿饭。按照人均一天10块钱的标准。中国人民一天要吃100亿。。, ,0
中石化135亿元收购加拿大能源公司_新闻跟贴_网易跟贴 http://t.cn/aFcMK9 清政府是被迫签订了丧权辱国的条约。某些人是求爷爷告奶奶的去送钱。, ,0
囧。。, ,0
前苏联的一个笑话：赫鲁晓夫和肯尼迪赛跑，输了。?真理报?发消息说：“总书记勇夺第二名，美国总统倒数第二。”公关是个神奇的艺术，它让流氓赢得面无愧色”。, ,0
可以先把业余时间利用起来，试试水。马无夜草不肥，人无横财不富。转: @明媚的忧伤的围脖 悲催的一天又开始鸟~~~~。破公司破工作内容。我要自己做生意！！！！, ,0
哇。提了好多需求。今天晚上要完成估计要凌晨5点了，肿么办？白天琐事太多了。。。。, ,0
对@齐增寿 说：聚餐归来，发表点什么吧。, ,0
2009年回石家庄，到河北鼎新工作，工作一年之后，我给公司的Hr提了很多建议和意见。之后我离开了鼎新。 今天，我在创天，我跟一帮兄弟姐妹畅所欲言，说了很多关于事业、婚姻、家庭的话。女同事可能会有短暂的不适，但是实话终究是实话。对于公司、事业、女同事，那些话都是值得借鉴和揣摩的。, ,0
#寿命计算器#根据我的个人资料、生活习惯、营养状况、身体状况、家族史，经过科学测试，计算出我的寿命是104岁。你能活到多少岁?快来测一下：http://t.cn/anedSn, ,0
对@明媚的忧伤的围脖 说：34个粉丝了。我压力很大啊。。, ,0
呼呼去了, ,0
快该睡觉去了。, ,0
少林寺:“释永信包养北大女学生”纯属造谣_社会跟贴7版_网易跟贴 http://t.cn/ak1xmH 看了这个盖楼帖。只能感叹，诗在民间，诗在民间啊。, ,0
谢谢，昨天晚上想事情睡觉晚了转: @cococ1986 注意休息！//@liangxiaojiang:眼睛疼。。, ,0
嗯。转: @小黑-仇世有 多睡会//@梁晓江天天晚上12点多睡觉:眼睛疼。。, ,0
眼睛疼。。, ,0
个人认为7折房贷不会取消。因为按照当时的央行文件，7折房贷是没有写截至日期的。如果央行强制取消7折房贷，众多房奴房贷压力会陡升30%，同时也是对契约精神的一种践踏，将严重影响央行的公信力和照成不稳定的社会因素。甚至会出现大量的停供现象。, ,0
黑龙江农民自曝年收入二三十万 称党白给好几万_新闻_腾讯网 http://t.cn/akRTmL 老孙种了12000亩地。。作为一个农民，我真的想象不出12000亩是多大的一个概念。是我们家地的3000倍。, ,0
#国庆#出游能叫旅游吗？能叫休闲吗？能叫度假吗？？？网友说，国庆这七天如果出去玩了，准确的讲叫#放风#。, ,0
七天挥霍完了。开始干活, ,0
走了。又工作了一个上午。把这7天的时间挥霍掉。。, ,0
16岁就参加工作、18岁进镇政府、19岁进县团委、22岁任团委副书记，25岁任团委书记。。。。。。。。。。。。。事实证明，不念书也是可以从政的，而且是女的。这简直就是一部现实主义的励志大片。, ,0
发改委责令两糖企出售囤积白糖_网易新闻中心 http://t.cn/aDt7ra 卧槽。发改委出手了。。白糖未来价格看好。赶紧买。他们改什么什么涨，一群酒囊饭桶。, ,0
今天上午早上从8点半开始就有工作，一直弄到现在还没完。, ,0
他们是通过浏览器融为一体的。客户端变的越来越不重要。转: @guojianyu121 先见之明~//@liangxiaojiang:下一个10年，首先是3-5年的手机软件高速发展，然后出现各种收购，最后到2020年的时候手机和电脑已经完全融为了一体。, ,0
下一个10年，首先是3-5年的手机软件高速发展，然后出现各种收购，最后到2020年的时候手机和电脑已经完全融为了一体。, ,0
我参与了投票【十一长假，你要做点啥？】 http://t.cn/aDhA2u 投给&quot;回家陪老人&quot; 这1个选项, ,0
软件的大佬没念过大学。电商的大佬不懂技术。, ,0
不管经济有多危机。银行从来不缺银子花。, ,0
危机来了。就像潘石屹最新发表的文章一样'一个全新的时代即将来临，不远了'。各种跑路，各种追债。手握现金才是硬道理。所以股市一泻千里。, ,0
传锋芝离婚后有望同台献艺 网友直呼很期待_娱乐跟贴2_网易跟贴 http://t.cn/aDUymN 蛋疼。抄完离婚，炒结婚。, ,0
android。我来了。敲门来了。, ,0
美丽的一天。念高中的时候刘德华的专辑。听烂了的一盘磁盘, ,0
晚上回去玩游戏，真烦。又开始做日清了。, ,0
河北公安厅公布深州越狱犯王振轻被捕照片_网易新闻 http://t.cn/aDzGhQ 燕赵大地自古多慷慨悲壮之士, ,0
地球到月球的路程，从1961年加加林从上天到1969年“阿波罗11号”登月我们用了8年；而自从1972年至今，人类再也不曾踏出近地轨道一步。冷战促成了大多数的太空创举，这对生活在安逸中的我们来说不能不算是一种反讽。, ,0
500秒就可以出大气层了。。。。, ,0
好吧，接下来的2个月。专研android转: @qzs9781 移动互联网，机会大大的。//@liangxiaojiang:互联网真的没有机会了吗？, ,0
互联网真的没有机会了吗？, ,0
上海地铁公布原因了“调度员轻度违规”。我真担心，下次撞的是飞机。。然后是天宫。, ,0
感觉网络有异常。旺旺掉线，上网缓慢，视频无法播放。。, ,0
辛亥百年系列六：被遗忘的晚清股灾_网易新闻 http://t.cn/agYjHV, ,0
这就使得中国一直没有发展出一个独立的企业家阶层，整个社会结构中，一直被肯定、被尊重，同时认为极有价值的，是那些儒家的官僚绅士。这的确是个病态的现象, ,0
辛亥百年特别策划：1911那一年_网易新闻_网易新闻 http://t.cn/adx26s 网易太给力了。用现在跟100年轻比较。, ,0
孩子在老家挺好的，串门的人多，能开心的玩，环境好，空气好，来市里边人虽然多，但是没有串门的，没有以前耍泥的小伙伴，等他长大了要念书的时候再来城市吧。转: @cococ1986 孩子不在身边，你这个爸爸真不到位啊//@liangxiaojiang:轩轩会蹒跚的走路了：）, ,0
听媳妇说我家孩子都能自己走了。。哈哈哈, ,0
中华民族已经到了追危险了时刻转: @cococ1986 中国已经成为豆腐大国了，无人能敌//@storyofmovie:上海地铁又出事，这次是追尾。铁路信号系统频频出错，简直就是豆腐渣工程。, ,0
儿子对爸爸说，喜欢对门美女，爸爸小声对他说：那是你同父异母的妹妹，只能做朋友。儿子又说，喜欢隔壁的女孩，爸爸又说：那是你另一个同父异母的妹妹，千万别对你妈说。儿子哭着对妈妈说了，妈妈安慰他：你喜欢谁就娶谁，你根本不是你爸的儿子, ,0
